id,vin,price,miles,stock_no,year,make,model,trim,body_type,vehicle_type,drivetrain,transmission,fuel_type,engine_size,engine_block,seller_name,street,city,state,zip
2e2697ff-af07,1FM5K8GT6FGC11147,28880.0,68833.0,BMT40177,2015.0,Ford,Explorer,Sport,SUV,Truck,4WD,Automatic,Premium Unleaded,3.5,V,briggs buick gmc,2312 Stagg Hill Road,Manhattan,KS,66502
e858773c-1942,1HGCR6F31FA000312,16999.0,64834.0,15762A,2015.0,Honda,Accord,Hybrid,Sedan,Car,FWD,Automatic,Electric / Unleaded,2.0,I,della mazda,92 Quaker Road,Queensbury,NY,12804
d0be09c9-a5e8,JTHKD5BH4F2216698,15691.0,84225.0,0003766A,2015.0,Lexus,CT,Premium,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,I,koons lexus of wilmington,2100 Pennsylvania Ave,Wilmington,DE,19806
89ab7b7c-720c,2C3CDXHG0FH805632,19571.0,83620.0,P16767,2015.0,Dodge,Charger,SXT,Sedan,Car,RWD,Automatic,Unleaded,3.6,V,chapman bmw chandler,7455 W. Orchid Ln.,Chandler,AZ,85226
850c75b5-8879,2HKRM4H78FH620014,18999.0,86338.0,215049A,2015.0,Honda,CR-V,EX-L,SUV,Truck,4WD,Automatic,Unleaded,2.4,I,della honda in plattsburgh,702 State Route 3,Plattsburgh,NY,12901.0
cf58355b-0db8,2T3RFREV9FW360015,18030.0,50259.0,TU3209,2015.0,Toyota,RAV4,XLE,SUV,Truck,4WD,Automatic,Unleaded,2.5,I,coughlin chevrolet buick gmc of chillicothe,1221 N Bridge St,Chillicothe,OH,45601
2a59b26e-e2f5,5GAKRBKD8FJ200249,18288.0,79634.0,2683,2015.0,Buick,Enclave,Leather,SUV,Truck,FWD,Automatic,Unleaded,3.6,V,edge motors,177 East Plaza Drive,Mooresville,NC,28115
c75e7e85-3104,WAUAFAFLXFN020095,,98319.0,0095,2015.0,Audi,A4,Premium,Sedan,Car,FWD,Automatic,Premium Unleaded,2.0,I,mike auto sales,8000 S Dixie Hwy,West Palm Beach,FL,33405
d2c196b9-ec1e,2GNALAEKXF6139796,10000.0,162493.0,F6139796,2015.0,Chevrolet,Equinox,LS,SUV,Truck,FWD,Automatic,E85 / Unleaded,2.4,I,kool chevrolet,3770 Plainfield Ave Ne,Grand Rapids,MI,49525
76ecf78a-4f0f,1FTEW1E87FFA95123,29888.0,95000.0,G221331B,2015.0,Ford,F-150,XL,Pickup,Truck,4WD,Automatic,E85 / Unleaded,3.5,V,haley south inc,10724 Jefferson Davis Highway,Chester,VA,23831
fac63765-a2ba,3TMMU4FN2FM077135,30000.0,48755.0,T151211,2015.0,Toyota,Tacoma,Base,Pickup,Truck,4WD,Automatic,Unleaded,4.0,V,laurel toyota,933 Eisenhower Blvd.,Johnstown,PA,15904
5dd4cc78-a238,3GCUKREC0FG266738,30921.0,85204.0,31588D,2015.0,Chevrolet,Silverado 1500,LT,Pickup,Truck,4WD,Automatic,Unleaded,5.3,V,sid dillon ford,257 West A Street,Wahoo,NE,68066
973e52dc-c9e0,2FMGK5B89FBA12028,14297.0,94896.0,H25145,2015.0,Ford,Flex,SE,Crossover,Truck,FWD,Automatic,Unleaded,3.5,V,neil huffman automotive group,1800 Williamson Court,Louisville,KY,40223
a1917a5b-ae62,JN1BV7AR6FM407132,22350.0,44674.0,FM407132,2015.0,INFINITI,Q50,S,Sedan,Car,4WD,Automatic,Premium Unleaded,3.7,V,genesis fiat,18181 Hall Road,Macomb,MI,48044
4684b0be-360c,1C4NJPBA9FD263008,10495.0,99125.0,A263008,2015.0,Jeep,Patriot,Sport,SUV,Truck,FWD,Manual,Unleaded,2.0,I,affordable autos of tucson,3101 East Ajo Way,Tucson,AZ,85713
f2cfdf2e-7798,1GCVKRECXFZ365331,29995.0,43294.0,FZ365331,2015.0,Chevrolet,Silverado 1500,LT,Pickup,Truck,4WD,Automatic,Unleaded,5.3,V,dover dodge route 15 used car center,214 Route 15 South,Wharton,NJ,07885
c6cbe51d-d05c,1FTEW1EG5FFC77605,38991.0,108071.0,FFC77605,2015.0,Ford,F-150,Platinum,Pickup,Truck,4WD,Automatic,Unleaded,3.5,V,gene messer lincoln of amarillo,3400 Soncy Street,Amarillo,TX,79119
4d1368ef-83d8,3GCUKREC8FG344098,36495.0,64490.0,P14378,2015.0,Chevrolet,Silverado 1500,LT,Pickup,Truck,4WD,Automatic,Unleaded,5.3,V,lakeside auto,903 S. 8th St,Colorado Springs,CO,80905
e0d849d8-b6c1,1GT120E8XFF652790,49489.0,94585.0,20152790,2015.0,GMC,Sierra 2500 Denali HD,Denali,Pickup,Truck,4WD,Automatic,Diesel,6.6,V,ciocca hyundai of quakertown,550 S. West End Blvd.,Quakertown,PA,18951
ea295d95-a94a,1N4AL3AP3FC187773,,84289.0,U5409A,2015.0,Nissan,Altima,S,Sedan,Car,FWD,Automatic,Unleaded,2.5,I,dodge of burnsville,12101 Highway 35w South,Burnsville,MN,55337.0
3bdac804-a215,5NPE24AF8FH157538,11450.0,85354.0,1096,2015.0,Hyundai,Sonata,SE,Sedan,Car,FWD,Automatic,Unleaded,2.4,I,brady auto sales,562 Rodi Rd,Pittsburgh,PA,15235
54238b5f-6918,2C3CDZDJ5FH831866,,82512.0,FH831866,2015.0,Dodge,Challenger,SRT,Coupe,Car,RWD,Manual,Premium Unleaded,6.4,V,dwayne lane's skagit lincoln,680 Auto Boulevard,Burlington,WA,98233
208c8d36-cb1d,1FMCU9G99FUB83907,17688.0,36409.0,L2183,2015.0,Ford,Escape,SE,SUV,Truck,4WD,Automatic,Premium Unleaded,2.0,I,gregg young chevrolet,17750 Burt St,Omaha,NE,68118
38923f9a-bf41,WDDSJ4GB0FN225055,23987.0,34479.0,56735,2015.0,Mercedes-Benz,CLA-Class,CLA250,Coupe,Car,4WD,Automatic,Premium Unleaded,2.0,I,"roe motors, inc.",201 Northeast 7th Street,Grants Pass,OR,97526
fd7935d6-3c92,1FMJU1LT0FEF28410,24387.0,119000.0,21V2043A,2015.0,Ford,Expedition,Platinum,SUV,Truck,RWD,Automatic,Unleaded,3.5,V,tomes auto group,950 S Central Expressway,Mckinney,TX,75070
3eea8684-90b7,1C4RJFBG9FC790472,24488.0,48127.0,610375,2015.0,Jeep,Grand Cherokee,Limited,SUV,Truck,4WD,Automatic,E85 / Unleaded,3.6,V,barnett auto group espaol,3430 Hwy 61,White Bear Lake,MN,55110
e40faa41-ec96,3FA6P0K93FR215176,12429.0,102895.0,31081B,2015.0,Ford,Fusion,Titanium,Sedan,Car,FWD,Automatic,Premium Unleaded,2.0,I,miller motor sales inc,1196 Milwaukee Ave,Burlington,WI,53105
0e331e27-efb0,1GC1KVEG9FF184152,,141744.0,CH21144B,2015.0,Chevrolet,Silverado 2500HD,LT,Pickup,Truck,4WD,Automatic,E85 / Unleaded,6.0,V,key ford of york,422 1,York,ME,03909
64804b53-f496,WBA3B1G51FNT02789,17241.0,57727.0,FNT02789,2015.0,BMW,3 Series,320i,Sedan,Car,RWD,Automatic,Premium Unleaded,2.0,I,vaden nissan,10421 Abercorn St,Savannah,GA,31419.0
f4b718c0-5805,1GNSKCKC8FR620148,34990.0,109183.0,1721130A,2015.0,Chevrolet,Tahoe,LTZ,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.3,V,graham volkswagen,801 W 41St St,Sioux Falls,SD,57105
00a541fb-22b1,KNDJN2A2XF7236706,,72748.0,7236706,2015.0,Kia,Soul,Base,Hatchback,Car,FWD,Manual,Unleaded,1.6,I,e-z auto credit,2801 Viking Drive,Jasper,AL,35501.0
999cb222-1155,5FNRL5H63FB127100,20887.0,63000.0,FB127100,2015.0,Honda,Odyssey,EX-L,Minivan,Truck,FWD,Automatic,Unleaded,3.5,V,lithia vip,150 N. Bartlett St.,Medford,OR,97501.0
2930b150-7ddc,WAUBFGFF2F1063693,24749.0,38567.0,JN4158A,2015.0,Audi,S3,Premium Plus,Sedan,Car,4WD,Automatic,Premium Unleaded,2.0,I,toyota of nashua,10 Marmon Drive,Nashua,NH,03060
be257627-32b5,3VW2A7AU8FM011959,,95423.0,SB1802,2015.0,Volkswagen,Golf,TDI S,Hatchback,Car,FWD,Automatic,Diesel,2.0,I,mcgovern subaru,85 Gosling Rd,Newington,NH,03801
c841a985-44ea,KMHGN4JE4FU086136,19000.0,77759.0,7U086136,2015.0,Hyundai,Genesis,Base,Sedan,Car,4WD,Automatic,Unleaded,3.8,V,heritage volkswagen,9808 Reisterstown Rd,Owings Mills,MD,21117
b64c4ced-798d,JTHBE1BL5FA009060,26698.0,26011.0,FA009060,2015.0,Lexus,GS,350,Sedan,Car,RWD,Automatic,Premium Unleaded,3.5,V,autonation chevrolet coral gables,4181 S W 8th Street,Miami,FL,33134
a3e7053b-a6bb,1C4NJPFA3FD194522,13995.0,78712.0,,2015.0,Jeep,Patriot,Latitude,SUV,Truck,FWD,Automatic,Unleaded,2.0,I,lot 31 auto sales,5616 Green Bay Rd.,Kenosha,WI,53144
aca3fdb4-1ec3,1GC1KXE88FF682802,45495.0,114527.0,4832G1,2015.0,Chevrolet,Silverado 2500HD,High Country,Pickup,Truck,4WD,Automatic,Diesel,6.6,V,greg lair buick gmc,16200 Interstate 27,Canyon,TX,79015
e6de68e5-b71b,2HGFG4A51FH705712,18995.0,73684.0,SP13072,2015.0,Honda,Civic,Si,Coupe,Car,FWD,Manual,Premium Unleaded,2.4,I,jim's auto sales,825 W. Pacific Coast Highway,Harbor City,CA,90710.0
b82f2314-622a,1GNSCCKC5FR159262,31581.0,109659.0,FR159262,2015.0,Chevrolet,Tahoe,LTZ,SUV,Truck,RWD,Automatic,E85 / Unleaded,5.3,V,sterling mccall lexus clear lake,18160 Gulf Fwy,Friendswood,TX,77546
dc09c2b5-6731,1N4AL3AP0FC115154,12189.0,85681.0,27T6235B,2015.0,Nissan,Altima,S,Sedan,Car,FWD,Automatic,Unleaded,2.5,I,jeff wyler honda of colerain,8950 Colerain Ave,Cincinnati,OH,45251
1e0b3b67-2ca0,1G1PE5SB8F7129902,13995.0,45853.0,BS970,2015.0,Chevrolet,Cruze,2LT,Sedan,Car,FWD,Automatic,Unleaded,1.4,I,meyer automotive,3203 West O Street # 2,Lincoln,NE,68528
4ff2e3cc-6b85,4JGDA5HB1FA524662,20866.0,98098.0,P24662,2015.0,Mercedes-Benz,M-Class,ML350,SUV,Truck,4WD,Automatic,Premium Unleaded,3.5,V,lexus of pleasanton,4345 Rosewood Dr,Pleasanton,CA,94588
a087c3fd-2199,KL4CJFSB8FB218254,,48299.0,2T101B,2015.0,Buick,Encore,Convenience,SUV,Truck,4WD,Automatic,Unleaded,1.4,I,larry spacc gmc,4037 Vineyard Dr,Dunkirk,NY,14048
363f48a6-dbd8,1N6AD0FV4FN747282,23995.0,52406.0,1547282,2015.0,Nissan,Frontier,SV,Pickup,Truck,4WD,Automatic,Unleaded,4.0,V,j&m automotive sls&svc llc,756/820 New Haven Road,Naugatuck,CT,6770.0
197b41b5-08ae,3VW217AU1FM084204,16935.0,21643.0,VFM084204,2015.0,Volkswagen,Golf,TSI SEL,Hatchback,Car,FWD,Automatic,Unleaded,1.8,I,germain automotive group,5711 Scarborough Blvd,Columbus,OH,43232
c185ebe9-9784,1N6BA0EC3FN500638,30600.0,39982.0,M41099A,2015.0,Nissan,Titan,SV,Pickup,Truck,4WD,Automatic,Unleaded,5.6,V,hendrick chevrolet buick gmc southpoint,127 Kentington Drive,Durham,NC,27713.0
4a6804f8-2817,1FMCU9J94FUB30007,16893.0,63639.0,F1266A,2015.0,Ford,Escape,Titanium,SUV,Truck,4WD,Automatic,Premium Unleaded,2.0,I,olathe ford lincoln,1845 East Santa Fe Street,Olathe,KS,66062
f05c7bd7-0306,JM3KE4CY9F0430807,12889.0,109126.0,S8780,2015.0,Mazda,CX-5,Touring,Crossover,Truck,4WD,Automatic,Unleaded,2.5,I,phil long ford of raton,245 S. Second Avenue,Raton,NM,87740
9691b28f-870b,1GCUKREC8FF201878,24998.0,153857.0,,2015.0,Chevrolet,Silverado 1500,LT,Pickup,Truck,4WD,Automatic,Unleaded,5.3,V,oak ridge auto sales,3410 Edgefield Court,Greensboro,NC,27409.0
1ce3911d-d813,1G1PC5SB2F7246557,11978.0,78478.0,DR21L155A,2015.0,Chevrolet,Cruze,1LT,Sedan,Car,FWD,Automatic,Unleaded,1.4,I,west herr lincoln,2600 Millersport Highway,Getzville,NY,14068
3b83c257-6652,1N4AL3AP7FC581700,,90009.0,603947,2015.0,Nissan,Altima,S,Sedan,Car,FWD,Automatic,Unleaded,2.5,I,joseph auto group,9848 Waterstone Blvd,Cincinnati,OH,45249
19c0af07-85c2,5N1AZ2MH8FN217650,,86823.0,K02068A,2015.0,Nissan,Murano,S,Crossover,Truck,4WD,Automatic,Unleaded,3.5,V,jersey city kia,36 Water Street,Jersey City,NJ,07305
e336e609-0747,5YJSA1H24FFP76837,52995.0,23069.0,B1508,2015.0,Tesla,Model S,S,Hatchback,Car,4WD,Automatic,Electric,,,j&s 3 hamilton,2006 Nottingham Way,Hamilton,NJ,08619
730aabb4-f4f5,4S4BSACC3F3362809,9995.0,152142.0,,2015.0,Subaru,Outback,2.5i Premium,Wagon,Car,4WD,Automatic,Unleaded,2.5,H,"rpm automotive consultants, inc.",725 U.S. 6,Mahopac,NY,10541
4db33d09-e329,JTHBE1BL2FA014717,24992.0,68630.0,FA014717,2015.0,Lexus,GS,350,Sedan,Car,RWD,Automatic,Premium Unleaded,3.5,V,autonation nissan pembroke pines,8890 Pines Blvd,Pembroke Pines,FL,33024
295fc013-9f89,1FTEW1EF7FFC76821,36994.0,96689.0,65261A,2015.0,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,E85 / Unleaded,5.0,V,mac haik toyota,2112 Gulf Fwy S,League City,TX,77573
adabbf8c-5eb5,JTMRFREV0FD124978,15765.0,117232.0,FD124978,2015.0,Toyota,RAV4,XLE,SUV,Truck,4WD,Automatic,Unleaded,2.5,I,northgate ford,8940 Colerain Avenue,Cincinnati,OH,45251
ee22e69c-3216,1FMCU0G70FUC79337,12992.0,105439.0,77219A,2015.0,Ford,Escape,SE,SUV,Truck,FWD,Automatic,Unleaded,2.5,I,camelback toyota,1550 E. Camelback Road,Phoenix,AZ,85014
027fdf8b-9606,1GNKVHKD1FJ333763,,74113.0,T333763,2015.0,Chevrolet,Traverse,2LT,SUV,Truck,4WD,Automatic,Unleaded,3.6,V,ingersoll auto of danbury,84 Federal Road,Danbury,CT,06810
9b9dc1f1-29e3,2T2ZK1BA2FC168195,27936.0,65768.0,M04124A,2015.0,Lexus,RX,350,SUV,Truck,FWD,Automatic,Premium Unleaded,3.5,V,hendrick lexus charlotte,6025 E Independence Blvd,Charlotte,NC,28212
c63452ae-ec49,WBA5B1C51FD918237,25618.0,44629.0,2100930A,2015.0,BMW,5 Series,535i,Sedan,Car,RWD,Automatic,Premium Unleaded,3.0,I,chapman bmw,4646 E. 22nd St.,Tempe,AZ,85283
89c9d402-86cc,5FNRL5H48FB068883,21500.0,57739.0,40523,2015.0,Honda,Odyssey,EX,Minivan,Truck,FWD,Automatic,Unleaded,3.5,V,gene pankey motor company,7201 S Tacoma Way,Tacoma,WA,98409.0
3431b4e5-d7dc,3GTU2VEJ8FG411435,34560.0,105210.0,H7450,2015.0,GMC,Sierra 1500,SLT,Pickup,Truck,4WD,Automatic,Unleaded,6.2,V,genesis of columbia,1370 Nashville Hwy,Columbia,TN,38401
a4f0faf2-462e,5GAKRBKD2FJ118999,20995.0,125904.0,7549,2015.0,Buick,Enclave,Leather,SUV,Truck,FWD,Automatic,Unleaded,3.6,V,mas auto sales,2701 Patterson Rd,Riverbank,CA,95367
890c5fe2-757a,3CZRM3H31FG708364,18330.0,65035.0,T21U300U,2015.0,Honda,CR-V,LX,SUV,Truck,FWD,Automatic,Unleaded,2.4,I,all american chevrolet,8802 E. Hwy 84,Slaton,TX,79364
adda7f6b-cc62,5N1AZ2MH2FN220883,24449.0,50996.0,NC0606,2015.0,Nissan,Murano,SL,SUV,Truck,4WD,Automatic,Unleaded,3.5,V,gunn acura,11911 Ih 10 West,San Antonio,TX,78230
459c3504-89fd,1C6RR7LG3FS544446,29995.0,59314.0,29563AT,2015.0,RAM,Ram 1500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,E85 / Unleaded,3.6,V,paul sherry chrysler jeep dodge ram,8645 North Co Road 25A,Piqua,OH,45356
87509f76-214d,2HGFG4A50FH701912,16388.0,87976.0,730796A,2015.0,Honda,Civic,Si,Coupe,Car,FWD,Manual,Premium Unleaded,2.4,I,northside ford,12300 San Pedro,San Antonio,TX,78216
81b5cf3f-81a8,1C4RJECG5FC792910,23995.0,97005.0,MC562931A,2015.0,Jeep,Grand Cherokee,Overland,SUV,Truck,RWD,Automatic,E85 / Unleaded,3.6,V,flowood mac haik cdjr ltd.,4000 Lakeland Dr,Flowood,MS,39232
60c6f902-6d2c,2HGFB2F50FH543177,16752.0,34019.0,S-F4841801,2015.0,Honda,Civic,LX,Sedan,Car,FWD,Automatic,Unleaded,1.8,I,moss bros. honda of moreno valley,27990 Eucalyptus Ave,Moreno Valley,CA,92555
8c214fa7-587c,2HKRM3H74FH531521,18298.0,88901.0,S9784B,2015.0,Honda,CR-V,EX-L,SUV,Truck,FWD,Automatic,Unleaded,2.4,I,strider buick-gmc inc.,1011 E. Dixie Drive,Asheboro,NC,27203
babfd9e8-72e5,2T3BFREV8FW250316,15000.0,121723.0,T51045A,2015.0,Toyota,RAV4,LE,SUV,Truck,4WD,Automatic,Unleaded,2.5,I,oxmoor cdjr,4520 Shelbyville Rd,Louisville,KY,40207.0
de096bcf-2ccf,2T1BURHE8FC439317,13888.0,72572.0,M10500A,2015.0,Toyota,Corolla,S Plus,Sedan,Car,FWD,Automatic,Unleaded,1.8,I,east bay bmw,4350 Rosewood Dr,Pleasanton,CA,94588.0
7df70582-1b6b,5J6RM4H99FL130186,20875.0,90370.0,1P0079B,2015.0,Honda,CR-V,Touring,SUV,Truck,4WD,Automatic,Unleaded,2.4,I,darcars nissan of rockville,15911 Indianola Drive,Rockville,MD,20855
5664c655-a02e,5N1AN0NW0FN655348,19995.0,99940.0,655348,2015.0,Nissan,Xterra,PRO-4X,SUV,Truck,4WD,Automatic,Unleaded,4.0,V,smart auto group,3 Smart Drive,White Hall,AR,71602
f580c7f2-2b6c,1C4AJWAG6FL738490,26995.0,52567.0,W6792,2015.0,Jeep,Wrangler,Sport,SUV,Truck,4WD,Automatic,Unleaded,3.6,V,travers motor city auto sales,2783 Dunn Rd,Saint Louis,MO,63136
1e17de99-b3e0,5TDYK3DC2FS550440,25991.0,65606.0,DM33643A,2015.0,Toyota,Sienna,XLE Premium,Minivan,Truck,FWD,Automatic,Unleaded,3.5,V,gwinnett place honda,3325 Satellite Blvd,Duluth,GA,30096
a09ee40c-7fde,5FRYD4H85FB028121,21490.0,89815.0,H35336A,2015.0,Acura,MDX,Advance and Entertainment Package,SUV,Truck,4WD,Automatic,Premium Unleaded,3.5,V,genesis of raleigh,2511 Wake Forest Rd,Raleigh,NC,27609
f9856ee1-c128,19UUB2F78FA008119,16900.0,102900.0,008119,2015.0,Acura,TLX,Advance Package,Sedan,Car,FWD,Automatic,Premium Unleaded,3.5,V,mi used cars inc,3105 Division Ave South,Grand Rapids,MI,49548
f74deccd-6fec,1GNSKCKC2FR205181,39995.0,66181.0,,2015.0,Chevrolet,Tahoe,LTZ,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.3,V,summers rocky mountain motors and carwash,2195 Southgate Lane,Delta,CO,81416
b69119dd-3adf,3C4PDCAB9FT587220,,,P4758,2015.0,Dodge,Journey,American Value Package,SUV,Truck,FWD,Automatic,Unleaded,2.4,I,family auto of anderson,217 Hwy 28 Bypass,Anderson,SC,29624
b7c9b004-1da2,1C4RJEBG1FC713539,17900.0,92314.0,3843,2015.0,Jeep,Grand Cherokee,Limited,SUV,Truck,RWD,Automatic,E85 / Unleaded,3.6,V,brightway auto sales,3210-2 Forest Blvd,Jacksonville,FL,32246.0
c2027d28-fbc3,KL8CB6S99FC730964,9995.0,35396.0,4JFC730964,2015.0,Chevrolet,Spark,LS,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,win chevrolet,2201 E 223rd St,Carson,CA,90810
02f00b40-aea5,JF2SJABC3FH595134,13844.0,95370.0,FH595134,2015.0,Subaru,Forester,2.5X,SUV,Truck,4WD,Automatic,Unleaded,2.5,H,lithia vip,150 N. Bartlett St.,Medford,OR,97501
81923b6a-9d3a,1FADP3F26FL280771,9290.0,100720.0,GT123634B,2015.0,Ford,Focus,SE,Sedan,Car,FWD,Manual,E85 / Unleaded,2.0,I,groove ford,10039 E. Arapahoe Rd.,Centennial,CO,80112
d8d97881-1c38,1GNSCKKC6FR259915,38595.0,85255.0,PS60808,2015.0,Chevrolet,Suburban,LTZ,SUV,Truck,RWD,Automatic,E85 / Unleaded,5.3,V,rick hendrick toyota sandy springs,6475 Roswell Road Ne,Atlanta,GA,30328
cfc9490c-7892,KL7CJRSB0FB072291,11998.0,83235.0,33476A,2015.0,Chevrolet,Trax,LT,SUV,Truck,4WD,Automatic,Unleaded,1.4,I,saratoga ford,3002 Route 50,Saratoga Springs,NY,12866
a17a31a3-32e1,1C4BJWFG8FL776641,29000.0,89872.0,P2404B,2015.0,Jeep,Wrangler Unlimited,Rubicon,SUV,Truck,4WD,Manual,Unleaded,3.6,V,alphorn ford lincoln,N 2985 18th Avenue,Monroe,WI,53566
7b08705a-895a,1C6RR7LT2FS533564,25972.0,114010.0,FS533564TT,2015.0,RAM,Ram 1500 Pickup,Big Horn/Lone Star,Pickup,Truck,4WD,Automatic,Unleaded,5.7,V,manahawkin chrysler dodge jeep ram,500 Route 72,Manahawkin,NJ,08050
173ba632-cb85,3FA6P0HD2FR138537,,,450459,2015.0,Ford,Fusion,SE,Sedan,Car,FWD,Automatic,Unleaded,1.5,I,oak motors,3931 South East Street,Indianapolis,IN,46227
51cbfad9-e129,3GCUKRECXFG163343,24500.0,129575.0,G198339A,2015.0,Chevrolet,Silverado 1500,LT,Pickup,Truck,4WD,Automatic,Unleaded,5.3,V,henson chevrolet buick gmc,201 North May Street,Madisonville,TX,77864
94f4eb93-980e,1C4BJWEG8FL656243,29143.0,85525.0,263529,2015.0,Jeep,Wrangler Unlimited,Sahara,SUV,Truck,4WD,Automatic,Unleaded,3.6,V,billion mazda,3405 South Westport Ave.,Sioux Falls,SD,57106
a1915427-a1da,1C6RR7FT7FS703848,21000.0,115449.0,M36035,2015.0,RAM,Ram 1500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,5.7,V,eide cdjr pine city logo main,715 Northridge Ct Nw,Pine City,MN,55063
64a39bb4-60e7,3FA6P0H72FR286195,12997.0,58189.0,P7842C,2015.0,Ford,Fusion,SE,Sedan,Car,FWD,Automatic,Unleaded,2.5,I,bailey brothers,12 Park Street,Livermore Falls,ME,04254
541bbd78-cd35,3MZBM1K72FM154922,14501.0,27667.0,MB08272A,2015.0,Mazda,MAZDA3,i Sport,Hatchback,Car,FWD,Manual,Unleaded,2.0,I,hendrick volkswagen frisco,5010 State Highway 121,Frisco,TX,75034
60043228-6ed6,JF1GPAV66F8228453,15528.0,67201.0,M3307A,2015.0,Subaru,Impreza,2.0I Sport Limited,Hatchback,Car,4WD,Automatic,Unleaded,2.0,H,rick hendrick chevrolet naples,5665 N. Airport Pulling Road,Naples,FL,34109
aba1898a-d86a,4JGDA5HB0FA602655,27500.0,46182.0,SR02655M,2015.0,Mercedes-Benz,M-Class,ML350,SUV,Truck,4WD,Automatic,Premium Unleaded,3.5,V,s&r auto sales,417 South Post Rd.,Shelby,NC,28152
9c434f54-c72c,KMHD35LH6FU242702,8867.0,113461.0,5967X,2015.0,Hyundai,Elantra GT,Base,Hatchback,Car,FWD,Automatic,Unleaded,2.0,I,"auffenberg ford north, inc.",115 Regency Park,O'fallon,IL,62269
bca5ab9c-571f,1G11C5SL8FF135662,12995.0,78604.0,T09066A,2015.0,Chevrolet,Malibu,1LT,Sedan,Car,FWD,Automatic,Unleaded,2.5,I,team one chevy buick gmc,1616 Lansing Rd,Charlotte,MI,48813
96614794-9bae,1GNSKKKC4FR118795,35986.0,107490.0,118795,2015.0,Chevrolet,Suburban,LTZ,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.3,V,blakely chevrolet buick gmc,183 N Main Street,Blakely,GA,39823
db5ac17f-5734,1GNSCCKC5FR542862,36391.0,90608.0,M89824A,2015.0,Chevrolet,Tahoe,LTZ,SUV,Truck,RWD,Automatic,E85 / Unleaded,5.3,V,hendrick subaru southpoint,200 Kentington Drive,Durham,NC,27713
609a841b-df77,3VWF17AT0FM615160,,113127.0,FM615160,2015.0,Volkswagen,Beetle,1.8,Hatchback,Car,FWD,Automatic,Unleaded,1.8,I,don franklin campbellsville chevrolet buick gmc,200 N. Bypass Road,Campbellsville,KY,42718.0
487376ee-788e,WBA3A5G55FNS85442,17977.0,83085.0,ZMN177A,2015.0,BMW,3 Series,328i,Sedan,Car,RWD,Automatic,Premium Unleaded,2.0,I,darrell waltrip buick gmc,1440 Murfreesboro Road,Franklin,TN,37067
acd09f00-101c,1N4AL3AP2FC449959,13991.0,69209.0,K9248B,2015.0,Nissan,Altima,S,Sedan,Car,FWD,Automatic,Unleaded,2.5,I,midwest kia,8725 W Kellogg Dr,Wichita,KS,67209
b6b568fb-9094,1GNSKKKC9FR515032,,106802.0,FR515032,2015.0,Chevrolet,Suburban,LTZ,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.3,V,zeigler ford of lowell,11979 E Fulton Rd,Lowell,MI,49331
a98016e3-1d4b,4T1BF1FK1FU079844,13322.0,119350.0,T079844A,2015.0,Toyota,Camry,SE,Sedan,Car,FWD,Automatic,Unleaded,2.5,I,audi cary,600 Auto Park Boulevard,Cary,NC,27511
c529530a-f4c7,JTHSE5BCXF5001181,29975.0,67470.0,12131,2015.0,Lexus,RC,350,Coupe,Car,4WD,Automatic,Premium Unleaded,3.5,V,golden motors,80 Weed Drive,Columbia,SC,29212
0579ca85-fe78,5NPDH4AE8FH584252,7999.0,114701.0,M21575A,2015.0,Hyundai,Elantra,SE,Sedan,Car,FWD,Automatic,Unleaded,1.8,I,key hyundai of manchester,21 Hartford Tpke,Vernon,CT,06066
de0fa26e-3807,WA1DGAFE7FD010624,29900.0,72143.0,M56715A,2015.0,Audi,Q7,S line Prestige,SUV,Truck,4WD,Automatic,Premium Unleaded,3.0,V,honda cars of rock hill,686 Galleria Blvd,Rock Hill,SC,29730.0
c7eae089-a5df,1FM5K8D83FGA54628,18996.0,118254.0,FD33082B,2015.0,Ford,Explorer,XLT,SUV,Truck,4WD,Automatic,E85 / Unleaded,3.5,V,baxter ford,18505 California St,Elkhorn,NE,68022
24c33f10-6963,KM8JU3AG2FU976056,15845.0,106011.0,C21T147A,2015.0,Hyundai,Tucson,Limited,SUV,Truck,FWD,Automatic,Unleaded,2.4,I,autoplex bmw,4600 Canyon Dr,Amarillo,TX,79109
8b231d13-ea37,2GNFLGEK3F6220339,15729.0,74322.0,10347A,2015.0,Chevrolet,Equinox,2LT,SUV,Truck,4WD,Automatic,E85 / Unleaded,2.4,I,joseph airport toyota,1180 West National Rd.,Vandalia,OH,45377
f638fb25-496d,5TFJU4GN7FX088269,27867.0,85178.0,P01252A,2015.0,Toyota,Tacoma,PreRunner,Pickup,Truck,RWD,Automatic,Unleaded,4.0,V,cannon motor company,607 North Davis Avenue,Cleveland,MS,38732.0
