"wk_strt_dt","guests.x","DIRECT_MAIL_S","PRINT_S","PAID_SEARCH_S","PRINT_CONSUMER_S","PRINT_TRADE_S","DISPLAY_ALL_PHD_S","DISPLAY_PHD","DISPLAY_ZIMM","DISPLAY_WITH_CC_S","DISPLAY_ZIMM_OTHER_S","DISPLAY_ALL_S","DISPLAY_PROGRAMMATIC_S","PAID_SOCIAL_S","DISPLAY_CRUISE_CRITIC_S","DISPLAY_S","OLV_S","Display.PHD_Programmatic.S","Search.Bing.Yahoo_S","Search.Google.AdWords_S","Social.FB_S","Social.Other_S","Display.Endemic_Luxury_S","Display.Endemic_Cruises_S2","Display_Other_S2","directmail_I","revenue","Connected_TV.Hulu.I","Connected_TV.Programmatic_Video.I","Display.Afar_Media._LLC.I","Display.Amazon.I","Display.Bloomberg.I","Display.Conde_Nast.I","Display.Cruise_Critic.I","Display.CruiseCritic.I","Display.Dot_Dash_Meredith.I","Display.Hulu.I","Display.Kargo.I","Display.Kerv.I","Display.Luxury_Link.I","Display.Martini_Media.I","Display.Meredith_Corporation.I","Display.Meredith_Interactive.I","Display.MyPoints._Inc.I","Display.Northstar_Travel_Group.I","Display.PHD_Programmatic.I","Display.Programmatic_Display.I","Display.Questex_Media_Group.I","Display.Robb_Report.I","Display.Sojern.I","Display.The_Wall_Street_Journal.I","Display.The_Wall_Street_Journal_Online.I","Display.Travel_And_Leisure.com.I","Display.Travel_Curator.I","Display.Travel_Relations.I","Display.Trip_Advisor.I","Display.Wall_Street_Journal.I","Display.Worth_International_Media.I","Display.Zefr.I","Display.demandbase.com.I","Online_Video.Amazon.I","Online_Video.Dot_Dash_Meredith.I","Online_Video.Kargo.I","Online_Video.NBC_Universal_._NBC_Sports.I","Online_Video.Northstar_Travel_Group.I","Online_Video.Programmatic_Video.I","Online_Video.Questex_Media_Group.I","Online_Video.Worth_International_Media.I","Online_Video.YouTube.I","Paid_Search.Bing_Ads.I","Paid_Search.Google_AdWords.I","Paid_Social.Facebook.I","Search.Bing_Ads.I","Search.Google_AdWords.I","Search.Yahoo_Gemini.I","Social.FB_IG.I","Social.Facebook.I","Social.Instagram.I","Social.LinkedIn.I","Social.Linkedin.I","Social.Pinterest.I","Connected_TV.Hulu.S","Connected_TV.Programmatic_Video.S","Display.Afar_Media._LLC.S","Display.Amazon.S","Display.Bloomberg.S","Display.Conde_Nast.S","Display.Cruise_Critic.S","Display.CruiseCritic.S","Display.Dot_Dash_Meredith.S","Display.Hulu.S","Display.Kargo.S","Display.Kerv.S","Display.Luxury_Link.S","Display.Martini_Media.S","Display.Meredith_Corporation.S","Display.Meredith_Interactive.S","Display.MyPoints._Inc.S","Display.Northstar_Travel_Group.S","Display.PHD_Programmatic.S.1","Display.Programmatic_Display.S","Display.Questex_Media_Group.S","Display.Robb_Report.S","Display.Sojern.S","Display.The_Wall_Street_Journal.S","Display.The_Wall_Street_Journal_Online.S","Display.Travel_And_Leisure.com.S","Display.Travel_Curator.S","Display.Travel_Relations.S","Display.Trip_Advisor.S","Display.Wall_Street_Journal.S","Display.Worth_International_Media.S","Display.Zefr.S","Display.demandbase.com.S","Online_Video.Amazon.S","Online_Video.Dot_Dash_Meredith.S","Online_Video.Kargo.S","Online_Video.NBC_Universal_._NBC_Sports.S","Online_Video.Northstar_Travel_Group.S","Online_Video.Programmatic_Video.S","Online_Video.Questex_Media_Group.S","Online_Video.Worth_International_Media.S","Online_Video.YouTube.S","Paid_Search.Bing_Ads.S","Paid_Search.Google_AdWords.S","Paid_Social.Facebook.S","Search.Bing_Ads.S","Search.Google_AdWords.S","Search.Yahoo_Gemini.S","Social.FB_IG.S","Social.Facebook.S","Social.Instagram.S","Social.LinkedIn.S","Social.Linkedin.S","Social.Pinterest.S","guests.y","google_trend_SBN","google_trend_COVID","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
2018-08-12,585,162169.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85314,5583392.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,70,-1,0,0,0,0,0,0
2018-08-19,628,162169.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85314,5625735.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,93,0,0,0,0,0,0,0
2018-08-26,793,162169.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85314,6712134.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,60,0,0,0,0,0,0,0
2018-09-02,555,76321.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47610.2,5446466.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,69,0,0,0,0,0,0,0
2018-09-09,1133,76321.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47610.2,8498427.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,85,0,0,0,0,0,0,0
2018-09-16,686,76321.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47610.2,5684183.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,78,-1,0,0,0,0,0,0
2018-09-23,589,76321.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47610.2,5536125.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,71,0,0,0,0,0,0,0
2018-09-30,728,76321.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47610.2,6927214.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,58,0,0,0,0,0,0,0
2018-10-07,563,58501.2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79261.75,5545137.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,50,-1,0,0,0,0,0,0
2018-10-14,626,58501.2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79261.75,5827613.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,73,-1,0,0,0,0,0,0
2018-10-21,597,58501.2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79261.75,5716425.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,64,0,0,0,0,0,0,0
2018-10-28,1740,58501.2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79261.75,6392868.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,61,0,0,0,0,0,0,0
2018-11-04,545,32232.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23709.5,4887019.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,58,0,0,0,0,0,0,0
2018-11-11,473,32232.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23709.5,3958418.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,55,0,0,0,0,0,0,0
2018-11-18,297,32232.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23709.5,2973273.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,59,-1,0,0,0,0,0,0
2018-11-25,443,32232.0225,0,5134.21,0,0,1455.123014,814.489014,0,640.634,354.55,640.634,814.489014,0,286.084,354.55,0,814.489014,1663.54,3470.67,0,0,354.55,0,0,23709.5,4064988.98,0,0,0,0,0,0,0,4013,0,0,0,0,0,0,0,0,0,0,84852,0,0,0,70910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18704,10854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.084,0,0,0,0,0,0,0,0,0,0,814.489014,0,0,0,354.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663.54,3470.67,0,0,0,0,0,0,0,443,59,0,0,0,0,0,0,0
2018-12-02,427,146996.76,0,26962.0523,0,0,7877.53725,4645.52725,0,3232.01,1588.15,3232.01,4645.52725,3235.436,1643.86,1588.15,0.49896,4645.52725,11838.4123,15123.64,2615.96,619.476,1588.15,0,0,103760.2,3524724.09,0,0,0,0,0,0,0,45979,0,0,0,0,0,0,24,0,0,0,671089,0,0,0,317630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162434,43064,470,34677,80363,0,0,0,103251,0,0,0,0,0,0,0,1643.86,0,0,0,0,0,0,0.49896,0,0,0,4645.52725,0,0,0,1588.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11507.73,15123.64,330.6823,373.6,2615.96,0,0,0,619.476,427,45,0,0,0,0,0,0,0
2018-12-09,414,146996.76,0,69584.56,0,0,8935.268279,6104.609279,0,2830.659,1411.335,2830.659,6104.609279,6634.29096,1419.324,1411.335,1.08108,6104.609279,25994.37,43590.19,1594.37,5039.92096,1411.335,0,0,103760.2,3791931.54,0,0,0,0,0,0,0,39268,0,0,0,0,0,0,52,0,0,0,595716,0,0,0,282267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358633,164342,549,1094299,54382,0,0,0,778047,0,0,0,0,0,0,0,1419.324,0,0,0,0,0,0,1.08108,0,0,0,6104.609279,0,0,0,1411.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25526.01,43590.19,468.36,11223.05,1594.37,0,0,0,5039.92096,414,48,-1,0,0,0,0,0,0
2018-12-16,393,146996.76,0,27478.65,0,0,10568.89443,7616.32843,0,2952.566,1661.18,2952.566,7616.32843,3463.886511,1291.386,1661.18,0,7616.32843,7582.880002,19895.77,1623.44,1840.446511,1661.18,0,0,103760.2,3536979.04,0,0,0,0,0,0,0,32155,0,0,0,0,0,0,0,0,0,0,914720,0,0,0,332236,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74167,75223,702,119358,54032,0,0,0,267434,0,0,0,0,0,0,0,1291.386,0,0,0,0,0,0,0,0,0,0,7616.32843,0,0,0,1661.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7124.84,19895.77,458.040002,663.35,1623.44,0,0,0,1840.446511,393,53,0,0,0,0,0,0,0
2018-12-23,297,146996.76,0,39529.00079,0,0,14478.21507,9141.498068,0,5336.717,1566.875,5336.717,9141.498068,1660.71,3769.842,1566.875,0,9141.498068,9048.250791,30480.75,1660.71,0,1566.875,0,0,103760.2,2785007.35,0,0,0,0,0,0,0,140288,0,0,0,0,0,0,0,0,0,0,1287684,0,0,0,313375,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144713,131320,801,0,77982,0,0,0,0,0,0,0,0,0,0,0,3769.842,0,0,0,0,0,0,0,0,0,0,9141.498068,0,0,0,1566.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530.83,30480.75,517.420791,0,1660.71,0,0,0,0,297,68,0,0,0,0,0,0,0
2018-12-30,445,146996.76,0,51008.57298,0,0,12969.62571,9188.740706,0,3780.885,1419.005,3780.885,9188.740706,5.52,2361.88,1419.005,0,9188.740706,12004.44298,39004.13,5.52,0,1419.005,0,0,103760.2,4115959.14,0,0,0,0,0,15,0,92522,0,0,0,0,0,0,0,0,0,0,1472638,0,0,0,283801,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289590,177301,1581,679178,396,0,0,0,0,0,0,0,0,0,0,0,2361.88,0,0,0,0,0,0,0,0,0,0,9188.740706,0,0,0,1419.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11173.21,39004.13,831.232983,2790.32,5.52,0,0,0,0,445,64,0,0,0,0,0,0,0
2019-01-06,659,208076.765,10537.8,64523.16441,10537.8,0,21643.46095,11769.3939,0,9874.06705,7235.86505,9874.06705,11769.3939,11995.52,2638.202,7235.86505,0,11769.3939,12859.87441,51663.29,10120.52,1875,1547.24,5688.62505,0,118660.75,5813799.81,0,0,0,0,0,316722,0,101955,0,0,0,0,0,0,0,0,0,0,1924940,0,0,0,345907,0,0,0,0,0,154413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283423,235252,1588,1929868,558374,0,0,0,273615,0,0,0,0,0,3915.56505,0,2638.202,0,0,0,0,0,0,0,0,0,0,11769.3939,0,0,0,1547.24,0,0,0,0,0,1773.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12002.48,51663.29,857.394412,8481.91,10120.52,0,0,0,1875,659,66,0,0,0,0,0,0,0
2019-01-13,767,208076.765,10537.8,56908.22861,10537.8,0,38336.77912,9628.977773,0,28707.80135,25909.23735,28707.80135,9628.977773,14167.72,2798.564,25909.23735,7774.70925,9628.977773,10792.54861,46115.68,10166.5,4001.22,2872.787,23036.45035,0,118660.75,6377148.53,0,0,0,0,0,848331,0,112721,0,0,0,0,0,0,328973,0,0,0,2123457,0,0,0,531273,0,224841,0,0,0,158537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237497,231577,1928,2014405,650077,0,0,0,667266,0,0,0,0,0,16206.66505,0,2798.564,0,0,0,0,0,0,7774.70925,0,0,0,9628.977773,0,0,0,2872.787,0,5094.7823,0,0,0,1735.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9952.99,46115.68,839.558609,8713.83,10166.5,0,0,0,4001.22,767,73,0,0,0,0,0,0,0
2019-01-20,750,208076.765,10537.8,70437.881,10537.8,0,45711.15098,14213.69638,0,31497.4546,29293.5366,31497.4546,14213.69638,12131.48,2203.918,29293.5366,17760.37329,14213.69638,10585.721,59852.16,12131.48,0,4890.908,24402.6286,0,118660.75,5950233.48,0,0,0,0,0,859501,0,91325,0,0,0,0,0,0,751362,0,0,0,3386635,0,0,0,816741,0,281289,0,0,0,158683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195467,216309,4476,1970828,653075,0,0,0,0,0,0,0,0,0,16527.0222,0,2203.918,0,0,0,0,0,0,17760.37329,0,0,0,14213.69638,0,0,0,4890.908,0,6127.0344,0,0,0,1748.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9783.83,59852.16,801.891002,8965.26,12131.48,0,0,0,0,750,74,0,0,0,0,0,0,0
2019-01-27,747,208076.765,10537.8,79677.13883,10537.8,0,52007.68517,23225.73942,0,28781.94575,27229.09975,28781.94575,23225.73942,8096.4,1552.846,27229.09975,20182.13459,23225.73942,12982.42883,66694.71,8096.4,0,2299.694,24929.40575,0,118660.75,5935922.37,0,0,0,0,0,832689,0,60112,0,0,0,0,0,0,748645,0,0,0,7835450,0,0,0,387842,0,341173,0,0,0,156230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337505,287082,4980,805719,613395,0,0,0,0,0,0,0,0,0,15946.02485,0,1552.846,0,0,0,0,0,0,20182.13459,0,0,0,23225.73942,0,0,0,2299.694,0,7263.9549,0,0,0,1719.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12223.97,66694.71,758.458834,3952.2,8096.4,0,0,0,0,747,61,-1,0,0,0,0,0,0
2019-02-03,704,77962.4275,10537.8,84883.8018,10537.8,0,82727.71083,14028.22843,0,68699.4824,65326.3284,68699.4824,14028.22843,7499.322072,3373.154,65326.3284,24164.227,14028.22843,25341.2818,59542.52,5821.33,1677.992072,867.754,64458.5744,0,113670.75,5425349.52,0,0,0,0,0,1011943,0,133296,0,0,0,0,0,0,788973,0,0,0,3849624,0,0,0,154717,0,587022,0,0,0,157944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282212,268823,9064,770364,650521,0,0,0,343169,0,0,0,0,0,49805.1594,0,3373.154,0,0,0,0,0,0,24164.227,0,0,0,14028.22843,0,0,0,867.754,0,12908.57,0,0,0,1744.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24310.67,59542.52,1030.611797,4289.17,5821.33,0,0,0,1677.992072,704,67,0,0,0,0,0,0,0
2019-02-10,828,77962.4275,70874.75,90389.13759,70874.75,0,114067.0769,15789.18691,0,98277.89,94849.31,98277.89,15789.18691,9764.724489,3428.58,94849.31,33950.56773,15789.18691,28878.77759,61510.36,6829.32,2935.404489,9583.264,85266.046,0,113670.75,7309248.02,0,0,0,0,0,1131832,0,131663,0,0,0,0,71402,0,820220,0,0,0,3160977,0,0,0,284800,0,447387,0,0,0,160147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167025,244575,13457,1415079,496054,0,0,0,595632,0,0,0,0,0,74146.5657,0,3428.58,0,0,0,0,8000,0,33950.56773,0,0,0,15789.18691,0,0,0,1583.264,0,9377.7253,0,0,0,1741.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27534.63,61510.36,1344.147586,7365.9,6829.32,0,0,0,2935.404489,828,55,0,0,0,0,0,0,0
2019-02-17,605,77962.4275,70874.75,77410.47223,70874.75,0,123706.1984,7277.494975,0,116428.7035,114661.9475,116428.7035,7277.494975,15160.42642,1766.756,114661.9475,23553.95239,7277.494975,14358.15223,63052.32,12539.99,2620.436421,1748.606,112913.3415,0,113670.75,5440609.03,0,0,0,0,0,934595,0,70577,0,0,0,0,0,0,777081,0,0,0,1567658,0,0,0,316495,0,1236935,0,0,0,161213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145726,249935,16679,0,1794547,0,0,0,511092,0,0,0,0,0,39512.48375,0,1766.756,0,0,0,0,0,0,23553.95239,0,0,0,7277.494975,0,0,0,1748.606,0,71636.1367,0,0,0,1764.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12832.57,63052.32,1525.582226,0,12539.99,0,0,0,2620.436421,605,59,0,0,0,0,0,0,0
2019-02-24,615,77962.4275,70874.75,60816.42752,70874.75,0,119595.4364,7428.89446,0,112166.542,110910.962,112166.542,7428.89446,12412.30902,1255.58,110910.962,29098.25829,7428.89446,11773.94752,49042.48,10475.74,1936.569019,9368.21,101542.752,0,113670.75,5189122.1,0,0,0,0,0,871136,0,45363,0,0,0,0,72430,0,593344,0,0,0,1609497,0,0,0,245036,0,813555,0,0,0,236677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140933,210061,10998,0,875526,0,0,0,351552,0,0,0,0,0,34162.90225,0,1255.58,0,0,0,0,8000,0,29098.25829,0,0,0,7428.89446,0,0,0,1368.21,0,63934.5047,0,0,0,3445.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10573.98,49042.48,1199.967517,0,10475.74,0,0,0,1936.569019,615,54,-1,0,0,0,0,0,0
2019-03-03,1083,126653.73,70874.75,45477.86781,70874.75,0,42243.86543,10092.37008,0,32151.49535,30632.55135,32151.49535,10092.37008,1078.5,1518.944,30632.55135,1839.4175,10092.37008,10335.62781,35142.24,1078.5,0,1334.388,29298.16335,0,60704.4,8165892.54,0,0,0,0,0,832638,0,63998,0,0,0,0,0,0,43123,0,0,0,2170313,0,0,0,238438,0,207135,0,0,0,146000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142379,144448,2141,0,66633,0,0,0,0,0,0,0,0,0,23047.17515,0,1518.944,0,0,0,0,0,0,1839.4175,0,0,0,10092.37008,0,0,0,1334.388,0,4640.2022,0,0,0,1610.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9359.3,35142.24,976.32781,0,1078.5,0,0,0,0,1083,69,0,0,0,0,0,0,0
2019-03-10,499,126653.73,38356.5,37643.25272,38356.5,0,98794.08404,8966.503686,0,89827.58035,88480.40435,89827.58035,8966.503686,5252.07,1347.176,88480.40435,0,8966.503686,9678.562718,27964.69,5252.07,0,12476.391,76004.01335,0,60704.4,4053329.93,0,0,0,0,0,3224808,0,55406,0,0,0,0,69082,0,0,0,0,0,2158615,0,0,0,876414,0,197748,0,0,0,147445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160926,107799,1864,0,300238,0,0,0,0,0,0,0,0,0,69888.83865,0,1347.176,0,0,0,0,8000,0,0,0,0,0,8966.503686,0,0,0,4476.391,0,4440.3337,0,0,0,1674.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8942.18,27964.69,736.382718,0,5252.07,0,0,0,0,499,36,-1,0,0,0,0,0,0
2019-03-17,694,126653.73,38356.5,38218.03265,38356.5,0,118848.9036,9680.660997,0,109168.2427,107648.7887,109168.2427,9680.660997,10978.71,1519.454,107648.7887,0,9680.660997,8273.182654,29944.85,10978.71,0,6771.078,100877.7107,0,60704.4,5470380.98,0,0,0,0,0,1164475,0,60343,0,0,0,0,0,0,0,0,0,0,2651946,0,0,0,1354134,0,200757,0,0,0,144231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154421,107825,1293,0,580565,0,0,0,0,0,0,0,0,0,85974.59005,0,1519.454,0,0,0,0,0,0,0,0,0,0,9680.660997,0,0,0,6771.078,0,5258.6756,0,8000,0,1644.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503.4,29944.85,769.782654,0,10978.71,0,0,0,0,694,69,0,0,0,0,0,0,0
